entity_type,layer,center_x,center_y,radius,start_angle,end_angle,vertices,vertex_count,closed,start_x,start_y,start_z,end_x,end_y,end_z,text,insert_x,insert_y
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.3027, 269.5152], [7.1227, 269.5152], [7.1227, 269.2652], [7.3027, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.3027,269.3902,0.0,7.2879,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.1227,269.3902,0.0,7.1376,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.3027, 269.7652], [7.1227, 269.7652], [7.1227, 269.5152], [7.3027, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.3027,269.6402,0.0,7.2879,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.1227,269.6402,0.0,7.1376,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.3027, 270.0152], [7.1227, 270.0152], [7.1227, 269.7652], [7.3027, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.3027,269.8902,0.0,7.2879,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.1227,269.8902,0.0,7.1376,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.4827, 269.2652], [7.3027, 269.2652], [7.3027, 269.1852], [7.4827, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.4827,269.236,0.0,7.4679,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.3027,269.236,0.0,7.3176,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.4827, 269.5152], [7.3027, 269.5152], [7.3027, 269.2652], [7.4827, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.4827,269.3902,0.0,7.4679,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.3027,269.3902,0.0,7.3176,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.4827, 269.7652], [7.3027, 269.7652], [7.3027, 269.5152], [7.4827, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.4827,269.6402,0.0,7.4679,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.3027,269.6402,0.0,7.3176,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.4827, 270.0152], [7.3027, 270.0152], [7.3027, 269.7652], [7.4827, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.4827,269.8902,0.0,7.4679,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.3027,269.8902,0.0,7.3176,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.6627, 269.2652], [7.4827, 269.2652], [7.4827, 269.1852], [7.6627, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.6627,269.236,0.0,7.6479,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.4827,269.236,0.0,7.4976,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.6627, 269.5152], [7.4827, 269.5152], [7.4827, 269.2652], [7.6627, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.6627,269.3902,0.0,7.6479,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.4827,269.3902,0.0,7.4976,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.6627, 269.7652], [7.4827, 269.7652], [7.4827, 269.5152], [7.6627, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.6627,269.6402,0.0,7.6479,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.4827,269.6402,0.0,7.4976,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.6627, 270.0152], [7.4827, 270.0152], [7.4827, 269.7652], [7.6627, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.6627,269.8902,0.0,7.6479,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.4827,269.8902,0.0,7.4976,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.8427, 269.2652], [7.6627, 269.2652], [7.6627, 269.1852], [7.8427, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.8427,269.236,0.0,7.8279,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.6627,269.236,0.0,7.6776,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.8427, 269.5152], [7.6627, 269.5152], [7.6627, 269.2652], [7.8427, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.8427,269.3902,0.0,7.8279,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.6627,269.3902,0.0,7.6776,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.8427, 269.7652], [7.6627, 269.7652], [7.6627, 269.5152], [7.8427, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.8427,269.6402,0.0,7.8279,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.6627,269.6402,0.0,7.6776,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.8427, 270.0152], [7.6627, 270.0152], [7.6627, 269.7652], [7.8427, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.8427,269.8902,0.0,7.8279,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.6627,269.8902,0.0,7.6776,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.0227, 269.2652], [7.8427, 269.2652], [7.8427, 269.1852], [8.0227, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.0227,269.236,0.0,8.0079,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.8427,269.236,0.0,7.8576,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.0227, 269.5152], [7.8427, 269.5152], [7.8427, 269.2652], [8.0227, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.0227,269.3902,0.0,8.0079,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.8427,269.3902,0.0,7.8576,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.0227, 269.7652], [7.8427, 269.7652], [7.8427, 269.5152], [8.0227, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.0227,269.6402,0.0,8.0079,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.8427,269.6402,0.0,7.8576,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.0227, 270.0152], [7.8427, 270.0152], [7.8427, 269.7652], [8.0227, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.0227,269.8902,0.0,8.0079,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.8427,269.8902,0.0,7.8576,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.2027, 269.2652], [8.0227, 269.2652], [8.0227, 269.1852], [8.2027, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.2027,269.236,0.0,8.1879,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.0227,269.236,0.0,8.0376,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.2027, 269.5152], [8.0227, 269.5152], [8.0227, 269.2652], [8.2027, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.2027,269.3902,0.0,8.1879,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.0227,269.3902,0.0,8.0376,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.2027, 269.7652], [8.0227, 269.7652], [8.0227, 269.5152], [8.2027, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.2027,269.6402,0.0,8.1879,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.0227,269.6402,0.0,8.0376,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.2027, 270.0152], [8.0227, 270.0152], [8.0227, 269.7652], [8.2027, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.2027,269.8902,0.0,8.1879,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.0227,269.8902,0.0,8.0376,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.3827, 269.2652], [8.2027, 269.2652], [8.2027, 269.1852], [8.3827, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.3827,269.236,0.0,8.3679,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.2027,269.236,0.0,8.2176,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.3827, 269.5152], [8.2027, 269.5152], [8.2027, 269.2652], [8.3827, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.3827,269.3902,0.0,8.3679,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.2027,269.3902,0.0,8.2176,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.3827, 269.7652], [8.2027, 269.7652], [8.2027, 269.5152], [8.3827, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.3827,269.6402,0.0,8.3679,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.2027,269.6402,0.0,8.2176,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.3827, 270.0152], [8.2027, 270.0152], [8.2027, 269.7652], [8.3827, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.3827,269.8902,0.0,8.3679,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.2027,269.8902,0.0,8.2176,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.5627, 269.2652], [8.3827, 269.2652], [8.3827, 269.1852], [8.5627, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.5627,269.236,0.0,8.5479,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.3827,269.236,0.0,8.3976,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.5627, 269.5152], [8.3827, 269.5152], [8.3827, 269.2652], [8.5627, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.5627,269.3902,0.0,8.5479,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.3827,269.3902,0.0,8.3976,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.5627, 269.7652], [8.3827, 269.7652], [8.3827, 269.5152], [8.5627, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.5627,269.6402,0.0,8.5479,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.3827,269.6402,0.0,8.3976,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.5627, 270.0152], [8.3827, 270.0152], [8.3827, 269.7652], [8.5627, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.5627,269.8902,0.0,8.5479,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.3827,269.8902,0.0,8.3976,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.7427, 269.2652], [8.5627, 269.2652], [8.5627, 269.1852], [8.7427, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.7427,269.236,0.0,8.7279,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.5627,269.236,0.0,8.5776,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.7427, 269.5152], [8.5627, 269.5152], [8.5627, 269.2652], [8.7427, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.7427,269.3902,0.0,8.7279,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.5627,269.3902,0.0,8.5776,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.7427, 269.7652], [8.5627, 269.7652], [8.5627, 269.5152], [8.7427, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.7427,269.6402,0.0,8.7279,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.5627,269.6402,0.0,8.5776,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.7427, 270.0152], [8.5627, 270.0152], [8.5627, 269.7652], [8.7427, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.7427,269.8902,0.0,8.7279,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.5627,269.8902,0.0,8.5776,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.9227, 269.2652], [8.7427, 269.2652], [8.7427, 269.1852], [8.9227, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.9227,269.236,0.0,8.9079,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.7427,269.236,0.0,8.7576,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.9227, 269.5152], [8.7427, 269.5152], [8.7427, 269.2652], [8.9227, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.9227,269.3902,0.0,8.9079,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.7427,269.3902,0.0,8.7576,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.9227, 269.7652], [8.7427, 269.7652], [8.7427, 269.5152], [8.9227, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.9227,269.6402,0.0,8.9079,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.7427,269.6402,0.0,8.7576,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.9227, 270.0152], [8.7427, 270.0152], [8.7427, 269.7652], [8.9227, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.9227,269.8902,0.0,8.9079,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.7427,269.8902,0.0,8.7576,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.1027, 269.2652], [8.9227, 269.2652], [8.9227, 269.1852], [9.1027, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.1027,269.236,0.0,9.0879,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.9227,269.236,0.0,8.9376,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.1027, 269.5152], [8.9227, 269.5152], [8.9227, 269.2652], [9.1027, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.1027,269.3902,0.0,9.0879,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.9227,269.3902,0.0,8.9376,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.1027, 269.7652], [8.9227, 269.7652], [8.9227, 269.5152], [9.1027, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.1027,269.6402,0.0,9.0879,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.9227,269.6402,0.0,8.9376,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.1027, 270.0152], [8.9227, 270.0152], [8.9227, 269.7652], [9.1027, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.1027,269.8902,0.0,9.0879,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.9227,269.8902,0.0,8.9376,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.2827, 269.2652], [9.1027, 269.2652], [9.1027, 269.1852], [9.2827, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.2827,269.236,0.0,9.2679,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.1027,269.236,0.0,9.1176,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.2827, 269.5152], [9.1027, 269.5152], [9.1027, 269.2652], [9.2827, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.2827,269.3902,0.0,9.2679,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.1027,269.3902,0.0,9.1176,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.2827, 269.7652], [9.1027, 269.7652], [9.1027, 269.5152], [9.2827, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.2827,269.6402,0.0,9.2679,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.1027,269.6402,0.0,9.1176,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.2827, 270.0152], [9.1027, 270.0152], [9.1027, 269.7652], [9.2827, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.2827,269.8902,0.0,9.2679,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.1027,269.8902,0.0,9.1176,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.4627, 269.2652], [9.2827, 269.2652], [9.2827, 269.1852], [9.4627, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.4627,269.236,0.0,9.4479,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.2827,269.236,0.0,9.2976,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.4627, 269.5152], [9.2827, 269.5152], [9.2827, 269.2652], [9.4627, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.4627,269.3902,0.0,9.4479,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.2827,269.3902,0.0,9.2976,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.4627, 269.7652], [9.2827, 269.7652], [9.2827, 269.5152], [9.4627, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.4627,269.6402,0.0,9.4479,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.2827,269.6402,0.0,9.2976,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.4627, 270.0152], [9.2827, 270.0152], [9.2827, 269.7652], [9.4627, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.4627,269.8902,0.0,9.4479,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.2827,269.8902,0.0,9.2976,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.6427, 269.2652], [9.4627, 269.2652], [9.4627, 269.1852], [9.6427, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.6427,269.236,0.0,9.6279,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.4627,269.236,0.0,9.4776,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.6427, 269.5152], [9.4627, 269.5152], [9.4627, 269.2652], [9.6427, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.6427,269.3902,0.0,9.6279,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.4627,269.3902,0.0,9.4776,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.6427, 269.7652], [9.4627, 269.7652], [9.4627, 269.5152], [9.6427, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.6427,269.6402,0.0,9.6279,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.4627,269.6402,0.0,9.4776,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.6427, 270.0152], [9.4627, 270.0152], [9.4627, 269.7652], [9.6427, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.6427,269.8902,0.0,9.6279,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.4627,269.8902,0.0,9.4776,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.8227, 269.2652], [9.6427, 269.2652], [9.6427, 269.1852], [9.8227, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.8227,269.236,0.0,9.8079,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.6427,269.236,0.0,9.6576,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.8227, 269.5152], [9.6427, 269.5152], [9.6427, 269.2652], [9.8227, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.8227,269.3902,0.0,9.8079,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.6427,269.3902,0.0,9.6576,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.8227, 269.7652], [9.6427, 269.7652], [9.6427, 269.5152], [9.8227, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.8227,269.6402,0.0,9.8079,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.6427,269.6402,0.0,9.6576,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.8227, 270.0152], [9.6427, 270.0152], [9.6427, 269.7652], [9.8227, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.8227,269.8902,0.0,9.8079,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.6427,269.8902,0.0,9.6576,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.0027, 269.2652], [9.8227, 269.2652], [9.8227, 269.1852], [10.0027, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.0027,269.236,0.0,9.9879,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.8227,269.236,0.0,9.8376,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.0027, 269.5152], [9.8227, 269.5152], [9.8227, 269.2652], [10.0027, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.0027,269.3902,0.0,9.9879,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.8227,269.3902,0.0,9.8376,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.0027, 269.7652], [9.8227, 269.7652], [9.8227, 269.5152], [10.0027, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.0027,269.6402,0.0,9.9879,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.8227,269.6402,0.0,9.8376,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.0027, 270.0152], [9.8227, 270.0152], [9.8227, 269.7652], [10.0027, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.0027,269.8902,0.0,9.9879,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.8227,269.8902,0.0,9.8376,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.1827, 269.2652], [10.0027, 269.2652], [10.0027, 269.1852], [10.1827, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.1827,269.236,0.0,10.1679,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.0027,269.236,0.0,10.0176,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.1827, 269.5152], [10.0027, 269.5152], [10.0027, 269.2652], [10.1827, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.1827,269.3902,0.0,10.1679,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.0027,269.3902,0.0,10.0176,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.1827, 269.7652], [10.0027, 269.7652], [10.0027, 269.5152], [10.1827, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.1827,269.6402,0.0,10.1679,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.0027,269.6402,0.0,10.0176,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.1827, 270.0152], [10.0027, 270.0152], [10.0027, 269.7652], [10.1827, 269.7652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.1827,269.8902,0.0,10.1679,270.0469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.0027,269.8902,0.0,10.0176,270.0469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.3627, 269.2652], [10.1827, 269.2652], [10.1827, 269.1852], [10.3627, 269.1852]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.3627,269.236,0.0,10.3479,269.2969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.1827,269.236,0.0,10.1976,269.2969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.3627, 269.5152], [10.1827, 269.5152], [10.1827, 269.2652], [10.3627, 269.2652]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.3627,269.3902,0.0,10.3479,269.5469,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.1827,269.3902,0.0,10.1976,269.5469,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.3627, 269.7652], [10.1827, 269.7652], [10.1827, 269.5152], [10.3627, 269.5152]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.3627,269.6402,0.0,10.3479,269.7969,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.1827,269.6402,0.0,10.1976,269.7969,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.3627, 270.0152], [10.1827, 270.0152], [10.1827, 269.7652], [10.3627, 269.7652]]",4.0,True,,,,,,,,,
